basket_number,uid,Date,index_in_user,split
72216,36343,2020-02-20 16:35:00,77,train
72217,36343,2020-02-20 16:38:00,78,train
72218,36344,2019-07-29 20:51:00,0,train
72219,36345,2020-01-29 11:13:00,0,train
72220,36346,2019-06-19 14:39:00,0,train
72221,36346,2019-12-17 16:21:00,1,test
72222,36346,2019-12-20 12:26:00,2,train
72223,36346,2020-01-30 15:29:00,3,train
72224,36348,2020-01-16 19:22:00,0,train
72225,36348,2020-02-02 16:47:00,1,train
72226,36351,2019-11-25 13:11:00,0,train
72227,36353,2020-02-04 13:00:00,0,train
72228,36355,2019-04-11 15:06:00,0,test
72229,36355,2019-05-05 14:29:00,1,train
72230,36355,2019-06-17 14:39:00,2,train
72231,36355,2019-07-12 16:22:00,3,train
72232,36355,2020-01-06 15:11:00,4,train
72233,36357,2019-10-07 14:21:00,0,test
72234,36357,2019-11-14 14:34:00,1,train
72235,36357,2019-11-25 13:47:00,2,train
72236,36364,2020-01-24 14:07:00,0,train
72237,36367,2019-05-26 21:55:00,0,train
72238,36367,2019-10-17 19:06:00,1,test
72239,36367,2019-11-28 11:58:00,2,train
72240,36368,2019-08-25 15:25:00,0,test
72241,36368,2019-10-16 17:29:00,1,train
72242,36368,2019-10-20 09:32:00,2,train
72243,36371,2019-08-27 13:23:00,0,train
72244,36375,2019-09-08 11:55:00,0,train
72245,36377,2019-09-08 13:37:00,0,train
72246,36380,2019-07-28 20:02:00,0,train
72247,36381,2019-05-01 13:02:00,0,train
72248,36381,2019-06-30 14:07:00,1,train
72249,36383,2019-10-15 15:25:00,0,train
72250,36384,2019-09-05 12:35:00,0,test
72251,36384,2019-09-13 13:07:00,1,train
72252,36384,2019-10-03 12:06:00,2,train
72253,36384,2020-01-17 13:56:00,3,train
72254,36384,2020-01-17 13:57:00,4,train
72255,36387,2019-08-06 12:02:00,0,train
72256,36388,2019-03-22 19:34:00,0,train
72257,36388,2019-04-11 18:11:00,1,train
72258,36388,2019-04-29 20:58:00,2,train
72259,36388,2019-06-23 21:28:00,3,test
72260,36388,2019-08-08 20:38:00,4,test
72261,36388,2019-09-25 19:06:00,5,train
72262,36388,2019-10-17 18:11:00,6,train
72263,36388,2019-11-05 18:13:00,7,train
72264,36388,2019-11-17 17:57:00,8,train
72265,36388,2019-12-09 18:01:00,9,train
72266,36388,2020-01-26 14:21:00,10,train
72267,36389,2019-07-17 17:34:00,0,train
72268,36389,2019-08-06 16:38:00,1,train
72269,36389,2019-09-01 21:34:00,2,train
72270,36389,2019-11-08 13:24:00,3,test
72271,36389,2019-12-03 16:58:00,4,train
72272,36391,2019-04-05 10:05:00,0,train
72273,36391,2019-07-26 09:19:00,1,test
72274,36391,2019-08-09 10:05:00,2,test
72275,36391,2019-08-23 10:22:00,3,train
72276,36391,2019-09-27 09:45:00,4,train
72277,36391,2019-10-11 09:47:00,5,train
72278,36391,2019-10-25 10:01:00,6,test
72279,36391,2019-11-08 10:37:00,7,train
72280,36391,2019-12-06 10:27:00,8,train
72281,36391,2019-12-27 10:43:00,9,train
72282,36391,2019-12-31 08:46:00,10,train
72283,36391,2020-01-17 10:08:00,11,train
72284,36391,2020-02-09 09:28:00,12,train
72285,36394,2019-07-17 20:51:00,0,train
72286,36394,2019-07-22 15:51:00,1,train
72287,36394,2019-07-26 14:30:00,2,train
72288,36394,2019-07-26 14:38:00,3,train
72289,36394,2019-07-28 21:31:00,4,train
72290,36394,2019-08-16 20:04:00,5,train
72291,36394,2019-08-19 20:44:00,6,train
72292,36394,2019-08-28 21:41:00,7,test
72293,36394,2019-08-28 21:51:00,8,train
72294,36394,2019-09-16 16:55:00,9,train
72295,36394,2019-09-23 12:44:00,10,train
72296,36394,2019-09-30 17:38:00,11,test
72297,36394,2019-10-16 13:18:00,12,train
72298,36394,2019-10-21 17:46:00,13,train
72299,36394,2019-11-17 21:38:00,14,train
72300,36394,2019-11-18 19:07:00,15,test
72301,36394,2019-11-24 20:20:00,16,test
72302,36394,2019-11-26 20:05:00,17,train
72303,36394,2019-12-02 20:18:00,18,train
72304,36394,2020-02-13 21:15:00,19,train
72305,36394,2020-02-13 21:19:00,20,train
72306,36396,2019-03-21 17:55:00,0,test
72307,36396,2019-03-28 16:34:00,1,train
72308,36396,2019-04-11 17:33:00,2,train
72309,36396,2019-07-03 16:14:00,3,train
72310,36397,2019-03-04 14:09:00,0,test
72311,36397,2019-03-05 12:53:00,1,train
72312,36397,2019-03-17 18:57:00,2,train
72313,36397,2019-03-25 16:17:00,3,test
72314,36397,2019-04-03 16:06:00,4,train
72315,36397,2019-04-18 15:15:00,5,train
72316,36397,2019-04-19 19:29:00,6,train
72317,36397,2019-04-24 14:56:00,7,train
72318,36397,2019-05-05 16:15:00,8,train
72319,36397,2019-05-16 15:15:00,9,train
72320,36397,2019-05-22 17:30:00,10,train
72321,36397,2019-05-24 19:02:00,11,train
72322,36397,2019-05-28 16:15:00,12,train
72323,36397,2019-06-02 14:30:00,13,train
72324,36397,2019-06-05 13:04:00,14,test
72325,36397,2019-06-26 16:14:00,15,test
72326,36397,2019-07-01 14:08:00,16,test
72327,36397,2019-07-08 14:41:00,17,train
72328,36397,2019-07-17 17:37:00,18,train
72329,36397,2019-07-18 15:19:00,19,train
72330,36397,2019-07-25 15:42:00,20,train
72331,36397,2019-07-28 16:29:00,21,train
72332,36397,2019-08-05 14:41:00,22,test
72333,36397,2019-08-07 15:20:00,23,train
72334,36397,2019-08-11 15:02:00,24,train
72335,36397,2019-08-26 14:21:00,25,train
72336,36397,2019-08-28 15:57:00,26,train
72337,36397,2019-09-02 15:06:00,27,train
72338,36397,2019-09-04 14:44:00,28,train
72339,36397,2019-09-09 17:13:00,29,train
72340,36397,2019-09-19 15:54:00,30,train
72341,36397,2019-09-22 17:27:00,31,train
72342,36397,2019-09-23 14:03:00,32,test
72343,36397,2019-09-30 14:34:00,33,test
72344,36397,2019-10-01 12:06:00,34,train
72345,36397,2019-10-09 18:54:00,35,test
72346,36397,2019-10-14 16:49:00,36,train
72347,36397,2019-10-15 13:51:00,37,train
72348,36397,2019-10-20 16:14:00,38,train
72349,36397,2019-10-27 15:54:00,39,train
72350,36397,2019-11-07 16:55:00,40,train
72351,36397,2019-11-10 10:42:00,41,train
72352,36397,2019-11-12 17:01:00,42,train
72353,36397,2019-11-17 14:52:00,43,train
72354,36397,2019-11-22 16:46:00,44,train
72355,36397,2019-11-25 15:14:00,45,train
72356,36397,2019-11-27 14:38:00,46,train
72357,36397,2019-12-02 15:01:00,47,train
72358,36397,2019-12-16 15:16:00,48,train
72359,36397,2019-12-19 18:40:00,49,train
72360,36397,2019-12-23 12:51:00,50,test
72361,36397,2019-12-26 17:31:00,51,train
72362,36397,2019-12-27 14:12:00,52,train
72363,36397,2020-01-05 15:40:00,53,train
72364,36397,2020-01-05 15:41:00,54,train
72365,36397,2020-01-10 16:37:00,55,train
72366,36397,2020-01-15 15:20:00,56,train
72367,36397,2020-01-19 15:51:00,57,train
72368,36397,2020-01-21 18:18:00,58,train
72369,36397,2020-01-28 15:34:00,59,test
72370,36397,2020-01-31 12:53:00,60,test
72371,36397,2020-02-04 14:50:00,61,train
72372,36397,2020-02-05 15:22:00,62,train
72373,36397,2020-02-06 13:31:00,63,train
72374,36397,2020-02-09 17:30:00,64,test
72375,36397,2020-02-20 15:57:00,65,train
72376,36404,2019-06-23 12:06:00,0,train
72377,36405,2019-05-13 18:27:00,0,train
72378,36405,2019-09-13 22:16:00,1,test
72379,36405,2019-12-15 12:53:00,2,train
72380,36410,2019-12-03 15:46:00,0,test
72381,36410,2019-12-13 11:26:00,1,train
72382,36410,2020-01-13 15:29:00,2,train
72383,36412,2020-02-17 14:18:00,0,train
72384,36412,2020-02-19 14:24:00,1,train
72385,36413,2019-09-02 16:41:00,0,train
72386,36413,2020-01-07 22:04:00,1,train
72387,36415,2019-12-20 17:19:00,0,train
72388,36415,2020-01-03 17:53:00,1,train
72389,36422,2019-07-28 13:30:00,0,train
72390,36424,2019-03-14 16:10:00,0,train
72391,36424,2019-09-29 13:02:00,1,train
72392,36424,2019-11-20 13:21:00,2,test
72393,36424,2020-01-20 11:21:00,3,train
72394,36424,2020-01-26 12:35:00,4,train
72395,36426,2019-03-08 17:59:00,0,train
72396,36426,2019-03-27 18:10:00,1,test
72397,36426,2019-04-10 17:45:00,2,train
72398,36434,2019-07-12 18:36:00,0,train
72399,36434,2019-12-31 19:35:00,1,train
72400,36435,2019-07-21 21:02:00,0,train
72401,36435,2020-02-04 14:32:00,1,train
72402,36436,2019-04-05 12:17:00,0,test
72403,36436,2019-06-25 17:24:00,1,train
72404,36436,2019-11-26 15:40:00,2,train
72405,36438,2019-04-19 12:28:00,0,train
72406,36438,2019-05-22 19:42:00,1,train
72407,36438,2019-06-14 10:00:00,2,train
72408,36438,2019-08-23 14:53:00,3,train
72409,36438,2019-10-13 11:09:00,4,train
72410,36438,2019-12-13 12:02:00,5,train
72411,36438,2020-01-19 14:32:00,6,test
72412,36443,2019-08-04 16:05:00,0,train
72413,36446,2019-06-09 10:33:00,0,train
72414,36449,2019-06-28 20:40:00,0,train
72415,36450,2019-03-26 20:09:00,0,train
72416,36450,2019-04-21 11:18:00,1,train
72417,36450,2019-05-19 19:45:00,2,train
72418,36450,2019-05-30 22:03:00,3,train
72419,36450,2019-07-14 13:12:00,4,train
72420,36450,2020-01-01 17:03:00,5,test
72421,36450,2020-02-18 18:43:00,6,train
72422,36452,2019-08-28 20:44:00,0,train
72423,36454,2020-02-11 16:22:00,0,train
72424,36456,2019-07-19 17:19:00,0,train
72425,36458,2019-03-27 10:39:00,0,train
72426,36458,2019-07-10 09:33:00,1,test
72427,36458,2019-08-23 08:28:00,2,train
72428,36458,2019-10-10 10:02:00,3,train
72429,36458,2020-02-07 09:57:00,4,train
72430,36459,2019-08-18 14:50:00,0,train
72431,36460,2019-04-16 20:15:00,0,train
72432,36460,2019-07-07 16:41:00,1,train
72433,36460,2019-08-04 19:53:00,2,train
72434,36460,2019-08-22 08:43:00,3,train
72435,36460,2019-09-02 08:43:00,4,test
72436,36460,2019-10-18 19:31:00,5,test
72437,36460,2019-10-18 19:33:00,6,train
72438,36460,2019-10-24 07:54:00,7,train
72439,36461,2019-08-19 16:28:00,0,train
72440,36462,2019-03-04 07:20:00,0,train
72441,36462,2019-04-18 13:10:00,1,train
72442,36462,2019-04-30 13:47:00,2,train
72443,36462,2019-05-15 13:23:00,3,test
72444,36462,2019-05-29 12:21:00,4,train
72445,36463,2019-07-03 17:13:00,0,train
72446,36463,2019-08-12 16:44:00,1,train
72447,36464,2019-07-26 10:29:00,0,train
72448,36464,2019-11-15 17:43:00,1,train
72449,36464,2020-01-30 16:30:00,2,test
72450,36466,2019-03-03 14:40:00,0,train
72451,36466,2019-03-04 11:58:00,1,train
72452,36466,2019-03-15 15:07:00,2,train
72453,36466,2019-03-18 12:13:00,3,train
72454,36466,2019-04-01 12:46:00,4,train
72455,36466,2019-04-05 11:53:00,5,test
72456,36466,2019-04-10 19:04:00,6,train
72457,36466,2019-04-15 11:45:00,7,train
72458,36466,2019-04-15 20:11:00,8,train
72459,36466,2019-04-19 14:51:00,9,test
72460,36466,2019-04-30 11:51:00,10,train
72461,36466,2019-05-06 06:55:00,11,train
72462,36466,2019-05-28 11:44:00,12,train
72463,36466,2019-06-04 11:34:00,13,train
72464,36466,2019-06-30 18:11:00,14,train
72465,36466,2019-07-03 12:15:00,15,train
72466,36466,2019-07-17 12:32:00,16,train
72467,36466,2019-07-26 11:54:00,17,test
72468,36466,2019-07-28 16:35:00,18,test
72469,36466,2019-08-02 12:11:00,19,train
72470,36466,2019-08-07 07:18:00,20,train
72471,36466,2019-08-14 11:39:00,21,train
72472,36466,2019-08-23 12:13:00,22,train
72473,36466,2019-09-03 17:55:00,23,train
72474,36466,2019-09-04 11:51:00,24,train
72475,36466,2019-09-09 12:10:00,25,test
72476,36466,2019-09-10 12:06:00,26,train
72477,36466,2019-09-11 12:11:00,27,train
72478,36466,2019-09-16 15:59:00,28,train
72479,36466,2019-09-23 11:57:00,29,train
72480,36466,2019-09-25 11:55:00,30,train
72481,36466,2019-09-27 17:26:00,31,train
72482,36466,2019-10-01 12:15:00,32,train
72483,36466,2019-10-03 12:25:00,33,train
72484,36466,2019-10-11 11:33:00,34,test
72485,36466,2019-10-16 11:50:00,35,train
72486,36466,2019-11-04 11:48:00,36,train
72487,36466,2019-11-08 12:30:00,37,train
72488,36466,2019-11-12 12:01:00,38,test
72489,36466,2019-11-26 11:56:00,39,test
72490,36466,2019-12-05 12:19:00,40,train
72491,36466,2020-02-10 18:26:00,41,train
72492,36472,2019-03-18 16:48:00,0,train
72493,36472,2019-04-01 16:50:00,1,train
72494,36472,2019-04-16 16:33:00,2,train
72495,36472,2019-04-19 16:46:00,3,test
72496,36473,2019-03-05 07:23:00,0,train
72497,36473,2019-03-07 10:02:00,1,train
72498,36473,2019-03-12 10:05:00,2,train
72499,36473,2019-04-04 07:20:00,3,train
72500,36473,2019-04-05 07:25:00,4,train
72501,36473,2019-04-08 09:44:00,5,test
72502,36473,2019-04-11 14:24:00,6,train
72503,36473,2019-04-14 06:51:00,7,test
72504,36473,2019-04-19 06:53:00,8,train
72505,36473,2019-05-06 09:53:00,9,train
72506,36473,2019-05-10 07:02:00,10,train
72507,36473,2019-05-23 11:52:00,11,train
72508,36473,2019-06-04 10:23:00,12,train
72509,36473,2019-06-05 13:22:00,13,train
72510,36473,2019-06-09 12:13:00,14,train
72511,36473,2019-06-16 13:11:00,15,test
72512,36473,2019-06-26 13:04:00,16,train
72513,36473,2019-07-04 09:55:00,17,train
72514,36473,2019-07-28 13:30:00,18,test
72515,36473,2019-08-02 07:00:00,19,test
72516,36473,2019-08-04 08:34:00,20,train
72517,36473,2019-08-05 09:38:00,21,train
72518,36473,2019-08-15 06:58:00,22,train
72519,36473,2019-09-04 10:22:00,23,train
72520,36473,2019-10-03 09:03:00,24,train
72521,36473,2019-10-04 09:14:00,25,train
72522,36473,2019-10-04 09:29:00,26,test
72523,36473,2019-10-25 10:52:00,27,train
72524,36473,2019-10-31 11:17:00,28,train
72525,36473,2019-11-04 06:58:00,29,test
72526,36473,2019-11-05 09:34:00,30,train
72527,36473,2019-11-25 10:12:00,31,train
72528,36473,2019-12-04 07:15:00,32,train
72529,36473,2019-12-04 14:03:00,33,train
72530,36473,2019-12-20 07:02:00,34,train
72531,36473,2020-01-05 10:39:00,35,train
72532,36473,2020-01-08 06:42:00,36,train
72533,36473,2020-01-13 06:48:00,37,train
72534,36473,2020-02-04 08:04:00,38,test
72535,36473,2020-02-05 09:21:00,39,train
72536,36476,2020-02-16 15:39:00,0,train
72537,36481,2019-12-11 17:14:00,0,train
72538,36482,2019-03-18 16:55:00,0,test
72539,36482,2019-04-10 17:17:00,1,train
72540,36482,2019-05-06 17:13:00,2,train
72541,36482,2019-05-28 17:17:00,3,train
72542,36482,2019-07-14 15:09:00,4,train
72543,36482,2020-02-05 11:59:00,5,train
72544,36486,2019-06-21 10:42:00,0,train
72545,36486,2019-07-09 10:39:00,1,train
72546,36487,2019-03-21 14:20:00,0,train
72547,36487,2019-07-24 16:09:00,1,train
72548,36487,2019-09-01 12:09:00,2,train
72549,36487,2019-10-29 13:23:00,3,train
72550,36487,2020-02-21 12:30:00,4,test
72551,36488,2019-08-01 16:16:00,0,train
72552,36488,2019-08-01 16:19:00,1,train
72553,36488,2019-09-06 20:25:00,2,test
72554,36488,2019-12-11 19:25:00,3,train
72555,36488,2020-01-05 16:54:00,4,train
72556,36491,2019-06-21 11:49:00,0,train
72557,36493,2019-03-26 15:49:00,0,train
72558,36493,2019-04-07 14:19:00,1,train
72559,36493,2019-05-05 13:56:00,2,test
72560,36494,2019-03-18 13:10:00,0,test
72561,36494,2019-05-03 08:22:00,1,train
72562,36494,2019-05-08 18:49:00,2,train
72563,36494,2019-06-09 10:50:00,3,train
72564,36494,2019-06-28 18:36:00,4,train
72565,36494,2019-11-07 16:48:00,5,train
72566,36494,2019-12-09 14:19:00,6,train
72567,36495,2019-12-02 13:28:00,0,train
72568,36496,2020-01-28 19:30:00,0,train
72569,36500,2019-04-04 18:41:00,0,train
72570,36500,2019-04-19 16:16:00,1,train
72571,36500,2019-05-09 15:06:00,2,train
72572,36500,2019-05-19 17:09:00,3,train
72573,36500,2019-06-07 15:21:00,4,train
72574,36500,2019-06-13 13:33:00,5,test
72575,36500,2019-08-25 16:59:00,6,train
72576,36500,2019-09-29 17:32:00,7,test
72577,36500,2019-12-15 16:32:00,8,train
72578,36500,2020-01-05 16:37:00,9,train
72579,36500,2020-01-26 16:40:00,10,train
72580,36500,2020-02-09 16:20:00,11,train
72581,36500,2020-02-16 16:20:00,12,test
72582,36501,2019-03-31 13:38:00,0,test
72583,36501,2019-05-09 11:31:00,1,train
72584,36501,2019-06-10 13:14:00,2,train
72585,36501,2019-11-12 15:10:00,3,train
72586,36501,2019-12-10 15:44:00,4,train
72587,36501,2019-12-22 12:10:00,5,train
72588,36504,2019-03-15 11:57:00,0,train
72589,36504,2019-03-29 11:52:00,1,test
72590,36504,2019-04-05 12:10:00,2,train
72591,36504,2019-04-19 15:26:00,3,train
72592,36504,2019-05-02 11:25:00,4,train
72593,36504,2019-05-15 09:20:00,5,train
72594,36504,2019-05-17 11:03:00,6,train
72595,36504,2019-05-31 16:01:00,7,train
72596,36504,2019-07-05 16:56:00,8,train
72597,36504,2019-07-12 20:20:00,9,train
72598,36504,2019-08-30 11:33:00,10,test
72599,36504,2019-09-13 11:18:00,11,train
72600,36504,2019-09-29 08:56:00,12,train
72601,36504,2019-10-04 11:36:00,13,test
72602,36504,2019-10-25 18:55:00,14,train
72603,36504,2019-11-08 19:25:00,15,train
72604,36504,2019-11-11 08:58:00,16,test
72605,36504,2019-12-06 10:43:00,17,test
72606,36504,2019-12-20 10:51:00,18,train
72607,36504,2020-01-03 12:55:00,19,train
72608,36504,2020-01-07 17:12:00,20,train
72609,36504,2020-01-17 11:38:00,21,train
72610,36504,2020-01-31 10:31:00,22,train
72611,36504,2020-02-06 11:09:00,23,train
72612,36504,2020-02-17 17:50:00,24,train
72613,36514,2019-06-17 18:50:00,0,train
72614,36514,2019-09-24 18:45:00,1,train
72615,36514,2019-12-01 18:36:00,2,test
72616,36514,2019-12-31 10:29:00,3,train
72617,36514,2020-01-29 14:49:00,4,train
72618,36516,2019-05-17 14:15:00,0,train
72619,36517,2020-02-07 12:35:00,0,train
72620,36518,2019-04-01 20:12:00,0,train
72621,36522,2019-03-29 10:00:00,0,train
72622,36522,2019-06-24 13:13:00,1,train
72623,36522,2019-07-09 13:00:00,2,train
72624,36522,2019-08-09 19:49:00,3,test
72625,36522,2019-09-27 10:10:00,4,test
72626,36522,2019-10-10 13:46:00,5,train
72627,36522,2019-10-17 10:12:00,6,train
72628,36522,2019-10-18 14:19:00,7,train
72629,36522,2019-11-04 12:38:00,8,train
72630,36522,2019-12-10 09:49:00,9,train
72631,36523,2019-10-13 15:35:00,0,train
72632,36523,2019-11-12 09:30:00,1,train
72633,36526,2019-03-07 18:09:00,0,train
72634,36526,2019-04-15 18:29:00,1,train
72635,36526,2019-06-14 21:24:00,2,train
72636,36526,2019-06-25 18:15:00,3,train
72637,36526,2019-07-12 22:00:00,4,test
72638,36526,2019-09-24 12:30:00,5,train
72639,36526,2019-10-03 20:11:00,6,test
72640,36526,2019-10-04 19:55:00,7,train
72641,36526,2019-10-18 09:45:00,8,test
72642,36526,2019-10-28 17:25:00,9,train
72643,36526,2019-11-01 18:50:00,10,train
72644,36526,2019-11-07 19:23:00,11,train
72645,36526,2019-11-19 18:13:00,12,train
72646,36526,2020-01-21 18:21:00,13,train
72647,36529,2019-12-24 13:15:00,0,train
72648,36530,2019-03-03 15:34:00,0,train
72649,36530,2019-03-07 16:59:00,1,train
72650,36530,2019-03-13 17:54:00,2,train
72651,36530,2019-03-15 16:09:00,3,train
72652,36530,2019-03-20 17:15:00,4,train
72653,36530,2019-03-28 17:03:00,5,train
72654,36530,2019-04-04 17:16:00,6,train
72655,36530,2019-04-09 17:10:00,7,train
72656,36530,2019-05-03 16:58:00,8,test
72657,36530,2019-05-12 13:22:00,9,train
72658,36530,2019-05-21 17:02:00,10,train
72659,36530,2019-05-29 17:04:00,11,train
72660,36530,2019-06-14 16:07:00,12,train
72661,36530,2019-06-16 18:03:00,13,test
72662,36530,2019-06-24 16:56:00,14,train
72663,36530,2019-07-04 11:32:00,15,train
72664,36530,2019-07-05 14:31:00,16,train
72665,36530,2019-07-15 17:13:00,17,train
72666,36530,2019-07-18 17:03:00,18,train
72667,36530,2019-07-28 13:19:00,19,test
72668,36530,2019-08-22 16:29:00,20,train
72669,36530,2019-09-03 17:03:00,21,train
72670,36530,2019-09-06 16:47:00,22,train
72671,36530,2019-09-10 16:57:00,23,train
72672,36530,2019-09-13 19:50:00,24,train
72673,36530,2019-09-17 17:06:00,25,test
72674,36530,2019-09-22 18:42:00,26,test
72675,36530,2019-09-24 17:30:00,27,train
72676,36530,2019-10-02 16:43:00,28,train
72677,36530,2019-10-11 17:56:00,29,train
72678,36530,2019-10-18 17:51:00,30,train
72679,36530,2019-11-05 17:05:00,31,train
72680,36530,2019-11-18 17:12:00,32,test
72681,36530,2019-11-20 17:19:00,33,train
72682,36530,2019-11-25 16:50:00,34,train
72683,36530,2019-12-23 16:25:00,35,train
72684,36530,2020-01-03 16:27:00,36,train
72685,36530,2020-01-16 17:25:00,37,test
72686,36530,2020-01-31 16:44:00,38,train
72687,36530,2020-02-06 17:02:00,39,train
72688,36530,2020-02-11 17:03:00,40,test
72689,36530,2020-02-21 15:47:00,41,train
72690,36535,2019-10-22 13:42:00,0,train
72691,36537,2019-03-12 20:43:00,0,train
72692,36537,2019-07-25 22:54:00,1,test
72693,36537,2020-01-28 19:21:00,2,train
72694,36538,2019-04-10 14:03:00,0,test
72695,36538,2019-05-02 13:59:00,1,train
72696,36538,2019-07-16 13:40:00,2,train
72697,36538,2019-08-07 14:01:00,3,train
72698,36538,2019-10-08 13:44:00,4,test
72699,36538,2019-10-23 13:53:00,5,train
72700,36538,2019-11-07 14:10:00,6,train
72701,36538,2019-11-25 14:55:00,7,train
72702,36538,2019-12-09 18:52:00,8,train
72703,36538,2019-12-31 13:41:00,9,train
72704,36540,2019-10-17 10:40:00,0,train
72705,36541,2019-12-24 09:26:00,0,train
72706,36545,2019-08-14 13:23:00,0,train
72707,36546,2019-03-08 12:07:00,0,train
72708,36546,2019-03-21 13:16:00,1,train
72709,36546,2019-04-04 13:36:00,2,train
72710,36546,2019-05-08 11:11:00,3,train
72711,36546,2019-05-15 13:01:00,4,test
72712,36546,2019-05-22 13:17:00,5,train
72713,36546,2019-05-28 12:36:00,6,train
72714,36546,2019-06-03 12:13:00,7,train
72715,36546,2019-06-05 06:45:00,8,train
72716,36546,2019-06-17 09:19:00,9,test
72717,36546,2019-06-19 11:57:00,10,test
72718,36546,2019-06-26 13:00:00,11,train
72719,36546,2019-07-07 11:46:00,12,train
72720,36546,2019-07-15 13:31:00,13,train
72721,36546,2019-07-24 13:53:00,14,train
72722,36546,2019-07-30 13:27:00,15,train
72723,36546,2019-08-26 08:48:00,16,train
72724,36546,2019-09-11 12:22:00,17,train
72725,36546,2019-10-03 08:41:00,18,train
72726,36546,2019-10-17 12:38:00,19,train
72727,36546,2019-11-06 14:47:00,20,test
72728,36546,2019-11-13 08:42:00,21,test
72729,36546,2019-12-08 12:22:00,22,train
72730,36546,2020-02-05 08:38:00,23,train
72731,36550,2019-06-07 20:15:00,0,train
72732,36550,2019-08-07 14:25:00,1,test
72733,36550,2020-01-21 14:04:00,2,train
72734,36551,2019-05-07 18:43:00,0,train
72735,36552,2019-12-03 12:07:00,0,train
72736,36552,2020-01-27 12:15:00,1,train
72737,36552,2020-02-13 12:02:00,2,test
72738,36554,2019-03-24 12:24:00,0,train
72739,36554,2019-04-04 17:34:00,1,train
72740,36554,2019-04-28 12:03:00,2,train
72741,36554,2019-05-02 18:22:00,3,train
72742,36554,2019-06-14 11:32:00,4,test
72743,36554,2019-06-30 17:35:00,5,train
72744,36554,2019-07-21 19:44:00,6,train
72745,36554,2019-08-22 15:11:00,7,train
72746,36554,2019-09-02 17:01:00,8,train
72747,36554,2019-09-02 19:11:00,9,train
72748,36554,2019-10-18 10:17:00,10,train
72749,36554,2019-10-31 16:29:00,11,test
72750,36556,2019-09-20 17:31:00,0,train
72751,36556,2020-01-10 17:49:00,1,train
72752,36557,2019-04-17 18:34:00,0,train
72753,36557,2019-04-26 13:54:00,1,train
72754,36557,2019-07-02 17:32:00,2,test
72755,36561,2019-04-04 13:24:00,0,train
72756,36561,2019-05-03 12:28:00,1,train
72757,36561,2019-06-04 13:50:00,2,train
72758,36561,2019-07-03 16:04:00,3,train
72759,36561,2019-07-23 11:22:00,4,train
72760,36561,2019-09-04 11:55:00,5,train
72761,36561,2019-10-04 14:07:00,6,test
72762,36561,2019-11-01 18:54:00,7,train
72763,36561,2019-11-05 15:47:00,8,train
72764,36561,2019-12-03 13:54:00,9,test
72765,36561,2019-12-11 13:02:00,10,train
72766,36561,2020-01-03 15:15:00,11,train
72767,36561,2020-02-04 12:08:00,12,test
72768,36562,2019-10-18 20:03:00,0,train
72769,36565,2019-03-31 14:45:00,0,train
72770,36565,2019-04-04 12:54:00,1,train
72771,36565,2019-05-05 14:05:00,2,test
72772,36565,2019-06-14 18:45:00,3,train
72773,36565,2019-07-26 06:25:00,4,train
72774,36565,2019-10-27 19:35:00,5,train
72775,36565,2019-11-05 16:21:00,6,test
72776,36565,2019-11-27 22:21:00,7,train
72777,36565,2019-12-16 19:01:00,8,train
72778,36565,2019-12-23 17:35:00,9,train
72779,36566,2019-08-01 17:54:00,0,train
72780,36566,2019-10-29 22:17:00,1,train
72781,36566,2020-01-16 22:08:00,2,train
72782,36566,2020-01-23 18:51:00,3,train
72783,36566,2020-01-23 18:52:00,4,test
72784,36569,2019-04-14 22:55:00,0,train
72785,36569,2019-06-11 17:48:00,1,test
72786,36569,2019-07-23 19:39:00,2,train
72787,36569,2019-11-10 20:00:00,3,train
72788,36569,2019-12-08 17:57:00,4,train
72789,36569,2019-12-22 16:46:00,5,train
72790,36569,2020-01-30 18:37:00,6,train
72791,36575,2019-09-05 18:29:00,0,train
72792,36575,2020-01-23 19:14:00,1,train
72793,36577,2019-03-05 20:03:00,0,train
72794,36577,2019-04-14 18:51:00,1,train
72795,36577,2019-07-11 17:16:00,2,train
72796,36577,2019-07-12 18:43:00,3,train
72797,36577,2019-07-14 18:28:00,4,test
72798,36577,2019-07-28 20:24:00,5,train
72799,36577,2019-07-28 20:34:00,6,test
72800,36577,2019-07-30 16:59:00,7,train
72801,36577,2019-08-07 18:42:00,8,test
72802,36577,2019-08-22 17:50:00,9,train
72803,36577,2019-08-25 20:19:00,10,train
72804,36577,2019-09-18 20:06:00,11,train
72805,36577,2019-09-19 17:44:00,12,train
72806,36577,2019-10-06 18:42:00,13,train
72807,36577,2019-10-06 18:45:00,14,train
72808,36577,2019-10-08 17:10:00,15,train
72809,36577,2019-10-23 16:57:00,16,train
72810,36577,2019-11-05 21:35:00,17,train
72811,36577,2019-11-20 16:50:00,18,train
72812,36577,2019-12-19 18:01:00,19,test
72813,36577,2019-12-29 15:32:00,20,train
72814,36577,2019-12-31 14:31:00,21,test
72815,36577,2020-01-19 17:50:00,22,train
72816,36577,2020-01-30 12:27:00,23,train
72817,36577,2020-02-16 19:04:00,24,train
72818,36577,2020-02-17 19:34:00,25,train
72819,36577,2020-02-18 16:13:00,26,train
72820,36584,2019-06-14 19:20:00,0,train
72821,36586,2019-03-08 19:26:00,0,train
72822,36586,2019-06-19 19:07:00,1,test
